Date,Customer_ID,Customer_Type,SKU_ID,Category,Price,Forecast_Qty,Actual_Qty
2020-01-03,REG-180,Regular,AC-005,AirConditioner,5000,5,6
2020-01-03,REG-119,Regular,REF-008,Refrigerator,11100,17,16
2020-01-03,REG-211,Regular,REF-007,Refrigerator,9900,20,18
2020-01-03,REG-134,Regular,AC-006,AirConditioner,5600,11,12
2020-01-03,REG-166,Regular,REF-008,Refrigerator,11100,28,29
2020-01-03,REG-171,Regular,REF-008,Refrigerator,11100,38,36
2020-01-03,REG-221,Regular,REF-003,Refrigerator,5100,12,11
2020-01-04,REG-140,Regular,REF-009,Refrigerator,12300,10,9
2020-01-04,REG-151,Regular,AC-001,AirConditioner,2600,11,12
2020-01-04,REG-091,Regular,REF-001,Refrigerator,2700,25,26
2020-01-04,REG-278,Regular,AC-010,AirConditioner,8000,12,13
2020-01-04,REG-182,Regular,REF-004,Refrigerator,6300,46,41
2020-01-04,REG-170,Regular,AC-010,AirConditioner,8000,14,14
2020-01-04,REG-265,Regular,REF-004,Refrigerator,6300,9,8
2020-01-04,REG-080,Regular,AC-006,AirConditioner,5600,8,9
2020-01-04,REG-068,Regular,REF-007,Refrigerator,9900,4,4
2020-01-04,REG-139,Regular,AC-007,AirConditioner,6200,0,1
2020-01-04,REG-248,Regular,REF-005,Refrigerator,7500,9,10
2020-01-04,REG-164,Regular,AC-002,AirConditioner,3200,13,14
2020-01-04,REG-143,Regular,AC-005,AirConditioner,5000,2,3
2020-01-04,REG-185,Regular,AC-010,AirConditioner,8000,6,6
2020-01-04,REG-041,Regular,REF-008,Refrigerator,11100,19,18
2020-01-04,REG-086,Regular,AC-002,AirConditioner,3200,15,14
2020-01-04,REG-132,Regular,REF-009,Refrigerator,12300,38,39
2020-01-04,REG-118,Regular,AC-006,AirConditioner,5600,14,14
2020-01-05,REG-176,Regular,AC-007,AirConditioner,6200,13,13
2020-01-05,REG-299,Regular,REF-001,Refrigerator,2700,30,28
2020-01-05,REG-175,Regular,AC-005,AirConditioner,5000,3,3
2020-01-05,REG-288,Regular,REF-005,Refrigerator,7500,37,33
2020-01-05,REG-155,Regular,REF-003,Refrigerator,5100,7,8
2020-01-05,REG-188,Regular,REF-008,Refrigerator,11100,30,34
2020-01-05,REG-046,Regular,AC-003,AirConditioner,3800,0,1
2020-01-05,REG-243,Regular,AC-007,AirConditioner,6200,3,4
2020-01-05,REG-051,Regular,AC-006,AirConditioner,5600,5,6
2020-01-05,REG-272,Regular,AC-008,AirConditioner,6800,6,6
2020-01-05,REG-052,Regular,REF-006,Refrigerator,8700,12,13
2020-01-05,REG-055,Regular,REF-005,Refrigerator,7500,18,20
2020-01-05,REG-107,Regular,AC-009,AirConditioner,7400,1,1
2020-01-05,REG-039,Regular,AC-007,AirConditioner,6200,7,9
2020-01-05,REG-287,Regular,AC-007,AirConditioner,6200,11,12
2020-01-05,REG-083,Regular,REF-005,Refrigerator,7500,22,24
2020-01-05,REG-174,Regular,AC-003,AirConditioner,3800,5,6
2020-01-05,REG-106,Regular,REF-004,Refrigerator,6300,21,21
2020-01-05,REG-177,Regular,AC-003,AirConditioner,3800,3,3
2020-01-05,REG-128,Regular,REF-008,Refrigerator,11100,38,40
2020-01-05,REG-269,Regular,AC-009,AirConditioner,7400,9,10
2020-01-05,REG-247,Regular,AC-008,AirConditioner,6800,10,9
2020-01-05,REG-216,Regular,REF-010,Refrigerator,13500,37,34
2020-01-05,REG-130,Regular,REF-009,Refrigerator,12300,17,16
2020-01-05,REG-141,Regular,REF-005,Refrigerator,7500,18,23
2020-01-05,REG-218,Regular,REF-008,Refrigerator,11100,34,31
2020-01-05,REG-062,Regular,AC-006,AirConditioner,5600,4,6
2020-01-05,REG-063,Regular,AC-002,AirConditioner,3200,4,4
2020-01-05,REG-145,Regular,AC-010,AirConditioner,8000,9,10
2020-01-06,REG-266,Regular,REF-004,Refrigerator,6300,24,23
2020-01-06,REG-097,Regular,REF-009,Refrigerator,12300,31,27
2020-01-06,REG-220,Regular,AC-004,AirConditioner,4400,2,3
2020-01-06,REG-239,Regular,REF-001,Refrigerator,2700,5,5
2020-01-06,REG-259,Regular,AC-005,AirConditioner,5000,9,11
2020-01-06,REG-157,Regular,REF-010,Refrigerator,13500,42,41
2020-01-06,REG-281,Regular,AC-004,AirConditioner,4400,3,4
2020-01-06,REG-280,Regular,AC-005,AirConditioner,5000,12,14
2020-01-06,REG-279,Regular,AC-006,AirConditioner,5600,1,2
2020-01-06,REG-273,Regular,REF-005,Refrigerator,7500,3,4
2020-01-06,REG-059,Regular,AC-008,AirConditioner,6800,11,12
2020-01-06,REG-242,Regular,REF-007,Refrigerator,9900,8,11
2020-01-06,REG-137,Regular,AC-001,AirConditioner,2600,3,3
2020-01-06,REG-061,Regular,REF-003,Refrigerator,5100,18,18
2020-01-06,REG-074,Regular,REF-010,Refrigerator,13500,20,21
2020-01-06,REG-135,Regular,AC-003,AirConditioner,3800,13,12
2020-01-06,REG-109,Regular,AC-010,AirConditioner,8000,15,13
2020-01-06,REG-274,Regular,AC-001,AirConditioner,2600,10,11
2020-01-06,REG-113,Regular,REF-010,Refrigerator,13500,17,16
2020-01-06,REG-189,Regular,REF-010,Refrigerator,13500,16,18
2020-01-07,REG-241,Regular,AC-008,AirConditioner,6800,3,3
2020-01-07,REG-240,Regular,REF-009,Refrigerator,12300,32,33
2020-01-07,REG-069,Regular,AC-002,AirConditioner,3200,6,7
2020-01-07,REG-271,Regular,AC-003,AirConditioner,3800,0,1
2020-01-07,REG-264,Regular,AC-006,AirConditioner,5600,8,9
2020-01-07,REG-224,Regular,AC-009,AirConditioner,7400,4,4
2020-01-07,REG-071,Regular,REF-002,Refrigerator,3900,26,27
2020-01-07,REG-120,Regular,REF-005,Refrigerator,7500,4,5
2020-01-07,REG-150,Regular,AC-005,AirConditioner,5000,15,15
2020-01-07,REG-275,Regular,AC-005,AirConditioner,5000,11,11
2020-01-07,REG-036,Regular,REF-005,Refrigerator,7500,8,10
2020-01-07,REG-165,Regular,AC-005,AirConditioner,5000,9,11
2020-01-07,REG-060,Regular,REF-007,Refrigerator,9900,28,27
2020-01-07,REG-226,Regular,AC-010,AirConditioner,8000,5,6
2020-01-07,REG-196,Regular,AC-005,AirConditioner,5000,11,10
2020-01-07,REG-284,Regular,AC-008,AirConditioner,6800,7,7
2020-01-07,REG-038,Regular,AC-003,AirConditioner,3800,16,14
2020-01-07,REG-179,Regular,AC-006,AirConditioner,5600,5,7
2020-01-07,REG-261,Regular,REF-001,Refrigerator,2700,23,20
2020-01-07,REG-289,Regular,REF-006,Refrigerator,8700,20,26
2020-01-08,REG-282,Regular,REF-008,Refrigerator,11100,32,36
2020-01-08,REG-209,Regular,AC-008,AirConditioner,6800,7,7
2020-01-08,REG-117,Regular,REF-007,Refrigerator,9900,11,13
2020-01-08,REG-222,Regular,REF-005,Refrigerator,7500,40,40
2020-01-08,REG-215,Regular,AC-010,AirConditioner,8000,6,7
2020-01-08,REG-235,Regular,REF-007,Refrigerator,9900,26,27
2020-01-08,REG-035,Regular,REF-009,Refrigerator,12300,14,12
2020-01-08,REG-199,Regular,AC-007,AirConditioner,6200,2,2
2020-01-08,REG-217,Regular,AC-005,AirConditioner,5000,5,6
2020-01-08,REG-085,Regular,REF-010,Refrigerator,13500,41,36
2020-01-08,REG-298,Regular,AC-002,AirConditioner,3200,0,1
2020-01-08,REG-227,Regular,AC-009,AirConditioner,7400,13,12
2020-01-08,REG-210,Regular,AC-004,AirConditioner,4400,11,12
2020-01-08,REG-116,Regular,AC-006,AirConditioner,5600,4,5
2020-01-08,REG-126,Regular,AC-002,AirConditioner,3200,4,4
2020-01-08,REG-154,Regular,REF-008,Refrigerator,11100,26,27
2020-01-08,REG-198,Regular,REF-004,Refrigerator,6300,6,6
2020-01-08,REG-047,Regular,AC-002,AirConditioner,3200,16,14
2020-01-08,REG-148,Regular,AC-008,AirConditioner,6800,6,6
2020-01-08,REG-043,Regular,AC-004,AirConditioner,4400,11,12
2020-01-08,REG-283,Regular,REF-009,Refrigerator,12300,22,20
2020-01-08,REG-208,Regular,AC-005,AirConditioner,5000,3,3
2020-01-08,REG-115,Regular,AC-006,AirConditioner,5600,9,10
2020-01-08,REG-089,Regular,REF-009,Refrigerator,12300,32,28
2020-01-08,REG-056,Regular,REF-007,Refrigerator,9900,45,44
2020-01-08,REG-142,Regular,AC-007,AirConditioner,6200,7,7
2020-01-08,REG-102,Regular,REF-005,Refrigerator,7500,16,18
2020-01-08,REG-077,Regular,AC-005,AirConditioner,5000,7,8
2020-01-08,REG-159,Regular,REF-006,Refrigerator,8700,11,12
2020-01-08,REG-285,Regular,AC-002,AirConditioner,3200,3,4
2020-01-09,REG-088,Regular,REF-002,Refrigerator,3900,15,18
2020-01-09,REG-263,Regular,AC-009,AirConditioner,7400,1,1
2020-01-09,REG-293,Regular,AC-006,AirConditioner,5600,14,14
2020-01-09,REG-233,Regular,REF-010,Refrigerator,13500,36,35
2020-01-09,REG-133,Regular,AC-008,AirConditioner,6800,11,13
2020-01-09,REG-031,Regular,AC-008,AirConditioner,6800,2,2
2020-01-09,REG-065,Regular,AC-003,AirConditioner,3800,13,14
2020-01-09,REG-048,Regular,REF-005,Refrigerator,7500,6,8
2020-01-09,REG-192,Regular,REF-002,Refrigerator,3900,5,7
2020-01-09,REG-110,Regular,AC-010,AirConditioner,8000,13,13
2020-01-09,REG-201,Regular,AC-005,AirConditioner,5000,5,6
2020-01-09,REG-256,Regular,REF-003,Refrigerator,5100,50,44
2020-01-09,REG-037,Regular,REF-002,Refrigerator,3900,7,6
2020-01-09,REG-245,Regular,AC-009,AirConditioner,7400,9,9
2020-01-09,REG-152,Regular,REF-007,Refrigerator,9900,27,27
2020-01-09,REG-236,Regular,REF-007,Refrigerator,9900,26,26
2020-01-09,REG-127,Regular,REF-001,Refrigerator,2700,34,31
2020-01-09,REG-158,Regular,AC-007,AirConditioner,6200,11,10
2020-01-09,REG-050,Regular,REF-001,Refrigerator,2700,21,20
2020-01-09,REG-194,Regular,AC-003,AirConditioner,3800,1,2
2020-01-09,REG-044,Regular,AC-001,AirConditioner,2600,7,9
2020-01-09,REG-040,Regular,AC-009,AirConditioner,7400,14,14
2020-01-09,REG-079,Regular,REF-007,Refrigerator,9900,13,12
2020-01-09,REG-138,Regular,AC-004,AirConditioner,4400,12,12
2020-01-09,REG-219,Regular,AC-010,AirConditioner,8000,13,12
2020-01-09,REG-173,Regular,REF-005,Refrigerator,7500,7,7
2020-01-09,REG-267,Regular,REF-005,Refrigerator,7500,7,8
2020-01-09,REG-238,Regular,REF-008,Refrigerator,11100,25,24
2020-01-09,REG-190,Regular,AC-005,AirConditioner,5000,5,6
2020-01-09,REG-033,Regular,REF-004,Refrigerator,6300,4,5
2020-01-10,REG-049,Regular,AC-009,AirConditioner,7400,16,14
2020-01-10,REG-297,Regular,AC-005,AirConditioner,5000,3,3
2020-01-10,REG-296,Regular,REF-010,Refrigerator,13500,39,44
2020-01-10,REG-090,Regular,AC-008,AirConditioner,6800,12,13
2020-01-10,REG-286,Regular,AC-001,AirConditioner,2600,10,9
2020-01-10,REG-253,Regular,REF-009,Refrigerator,12300,35,35
2020-01-10,REG-181,Regular,REF-008,Refrigerator,11100,34,35
2020-01-10,REG-099,Regular,REF-006,Refrigerator,8700,36,32
2020-01-10,REG-193,Regular,AC-005,AirConditioner,5000,7,7
2020-01-10,REG-204,Regular,REF-004,Refrigerator,6300,15,14
2020-01-10,REG-205,Regular,AC-006,AirConditioner,5600,2,2
2020-01-10,REG-195,Regular,AC-002,AirConditioner,3200,9,9
2020-01-10,REG-230,Regular,REF-009,Refrigerator,12300,16,17
2020-01-10,REG-290,Regular,AC-006,AirConditioner,5600,12,12
2020-01-10,REG-225,Regular,REF-003,Refrigerator,5100,9,9
2020-01-10,REG-122,Regular,REF-010,Refrigerator,13500,47,42
2020-01-10,REG-246,Regular,REF-003,Refrigerator,5100,21,24
2020-01-10,REG-207,Regular,AC-006,AirConditioner,5600,1,1
2020-01-10,REG-096,Regular,AC-006,AirConditioner,5600,13,15
2020-01-10,REG-161,Regular,REF-006,Refrigerator,8700,21,18
2020-01-10,REG-197,Regular,AC-004,AirConditioner,4400,12,14
2020-01-10,REG-095,Regular,REF-010,Refrigerator,13500,35,43
2020-01-10,REG-053,Regular,AC-004,AirConditioner,4400,10,9
2020-01-10,REG-153,Regular,REF-010,Refrigerator,13500,28,35
2020-01-10,REG-232,Regular,REF-001,Refrigerator,2700,31,32
2020-01-10,REG-105,Regular,REF-010,Refrigerator,13500,15,15
2020-01-10,REG-076,Regular,AC-003,AirConditioner,3800,5,6
2020-01-10,REG-070,Regular,AC-004,AirConditioner,4400,8,7
2020-01-10,REG-268,Regular,AC-010,AirConditioner,8000,8,8
2020-01-10,REG-277,Regular,REF-004,Refrigerator,6300,40,39
2020-01-10,REG-169,Regular,AC-005,AirConditioner,5000,11,12
2020-01-10,REG-092,Regular,REF-006,Refrigerator,8700,30,33
2020-01-10,REG-032,Regular,REF-010,Refrigerator,13500,5,6
2020-01-10,REG-244,Regular,AC-008,AirConditioner,6800,7,6
2020-01-11,REG-156,Regular,REF-004,Refrigerator,6300,18,20
2020-01-11,REG-112,Regular,AC-009,AirConditioner,7400,10,12
2020-01-11,REG-252,Regular,REF-007,Refrigerator,9900,19,18
2020-01-11,REG-057,Regular,REF-005,Refrigerator,7500,12,12
2020-01-11,REG-140,Regular,REF-007,Refrigerator,9900,4,5
2020-01-11,REG-276,Regular,AC-009,AirConditioner,7400,3,4
2020-01-11,REG-067,Regular,REF-010,Refrigerator,13500,42,36
2020-01-11,REG-066,Regular,AC-008,AirConditioner,6800,14,15
2020-01-11,REG-054,Regular,REF-009,Refrigerator,12300,35,34
2020-01-11,REG-078,Regular,AC-004,AirConditioner,4400,11,13
2020-01-11,REG-131,Regular,AC-004,AirConditioner,4400,6,7
2020-01-11,REG-260,Regular,REF-007,Refrigerator,9900,39,37
2020-01-11,REG-072,Regular,AC-002,AirConditioner,3200,1,2
2020-01-11,REG-164,Regular,AC-004,AirConditioner,4400,3,4
2020-01-11,REG-136,Regular,AC-010,AirConditioner,8000,6,6
2020-01-11,REG-094,Regular,REF-003,Refrigerator,5100,41,43
2020-01-11,REG-081,Regular,AC-003,AirConditioner,3800,10,10
2020-01-11,REG-270,Regular,AC-002,AirConditioner,3200,3,3
2020-01-11,REG-034,Regular,AC-006,AirConditioner,5600,1,1
2020-01-11,REG-206,Regular,REF-004,Refrigerator,6300,39,41
2020-01-11,REG-223,Regular,AC-003,AirConditioner,3800,1,2
2020-01-11,REG-183,Regular,REF-003,Refrigerator,5100,8,9
2020-01-11,REG-187,Regular,AC-007,AirConditioner,6200,8,9
2020-01-11,REG-087,Regular,REF-009,Refrigerator,12300,30,27
2020-01-11,REG-178,Regular,AC-001,AirConditioner,2600,1,1
2020-01-11,REG-234,Regular,REF-007,Refrigerator,9900,5,5
2020-01-11,REG-214,Regular,AC-006,AirConditioner,5600,6,8
2020-01-11,REG-184,Regular,REF-006,Refrigerator,8700,8,8
2020-01-11,REG-111,Regular,REF-001,Refrigerator,2700,35,30
2020-01-12,REG-202,Regular,AC-002,AirConditioner,3200,14,13
2020-01-12,REG-257,Regular,REF-007,Refrigerator,9900,13,16
2020-01-12,REG-107,Regular,AC-009,AirConditioner,7400,7,9
2020-01-12,REG-073,Regular,REF-004,Refrigerator,6300,44,38
2020-01-12,REG-247,Regular,AC-007,AirConditioner,6200,3,3
2020-01-12,REG-149,Regular,REF-001,Refrigerator,2700,10,9
2020-01-12,REG-221,Regular,AC-001,AirConditioner,2600,5,5
2020-01-13,REG-155,Regular,REF-004,Refrigerator,6300,25,22
2020-01-13,REG-058,Regular,REF-006,Refrigerator,8700,9,9
2020-01-13,REG-121,Regular,AC-008,AirConditioner,6800,3,4
2020-01-13,REG-189,Regular,REF-008,Refrigerator,11100,46,41
2020-01-13,REG-141,Regular,REF-002,Refrigerator,3900,11,14
2020-01-13,REG-100,Regular,REF-003,Refrigerator,5100,33,30
2020-01-13,REG-157,Regular,REF-008,Refrigerator,11100,40,39
2020-01-13,REG-055,Regular,AC-002,AirConditioner,3200,8,7
2020-01-13,REG-177,Regular,REF-006,Refrigerator,8700,11,10
2020-01-13,REG-139,Regular,AC-004,AirConditioner,4400,15,13
2020-01-14,REG-237,Regular,AC-005,AirConditioner,5000,3,3
2020-01-14,REG-052,Regular,REF-010,Refrigerator,13500,25,28
2020-01-14,REG-180,Regular,REF-009,Refrigerator,12300,34,29
2020-01-14,REG-273,Regular,AC-006,AirConditioner,5600,15,14
2020-01-14,REG-123,Regular,REF-010,Refrigerator,13500,18,17
2020-01-14,REG-299,Regular,REF-005,Refrigerator,7500,11,12
2020-01-14,REG-226,Regular,AC-001,AirConditioner,2600,9,12
2020-01-14,REG-144,Regular,AC-009,AirConditioner,7400,4,5
2020-01-14,REG-113,Regular,REF-002,Refrigerator,3900,33,37
2020-01-14,REG-220,Regular,REF-004,Refrigerator,6300,22,21
2020-01-14,REG-213,Regular,AC-003,AirConditioner,3800,3,4
2020-01-14,REG-041,Regular,AC-001,AirConditioner,2600,15,13
2020-01-14,REG-243,Regular,AC-005,AirConditioner,5000,3,3
2020-01-14,REG-271,Regular,AC-001,AirConditioner,2600,11,10
2020-01-15,REG-098,Regular,REF-005,Refrigerator,7500,38,36
2020-01-15,REG-199,Regular,REF-008,Refrigerator,11100,36,36
2020-01-15,REG-231,Regular,AC-010,AirConditioner,8000,1,1
2020-01-15,REG-082,Regular,REF-007,Refrigerator,9900,32,33
2020-01-15,REG-288,Regular,REF-008,Refrigerator,11100,16,20
2020-01-15,REG-235,Regular,AC-001,AirConditioner,2600,6,6
2020-01-15,REG-071,Regular,REF-003,Refrigerator,5100,12,12
2020-01-15,REG-042,Regular,AC-005,AirConditioner,5000,3,3
2020-01-15,REG-162,Regular,REF-005,Refrigerator,7500,17,19
2020-01-15,REG-262,Regular,REF-003,Refrigerator,5100,15,14
2020-01-15,REG-292,Regular,REF-006,Refrigerator,8700,8,9
2020-01-15,REG-198,Regular,REF-003,Refrigerator,5100,4,4
2020-01-15,REG-103,Regular,REF-002,Refrigerator,3900,4,4
2020-01-15,REG-212,Regular,AC-006,AirConditioner,5600,10,11
2020-01-16,REG-101,Regular,REF-009,Refrigerator,12300,22,21
2020-01-16,REG-275,Regular,AC-008,AirConditioner,6800,6,7
2020-01-16,REG-298,Regular,AC-006,AirConditioner,5600,8,8
2020-01-16,REG-047,Regular,REF-005,Refrigerator,7500,10,9
2020-01-16,REG-135,Regular,REF-007,Refrigerator,9900,13,14
2020-01-16,REG-063,Regular,AC-001,AirConditioner,2600,7,8
2020-01-16,REG-119,Regular,REF-005,Refrigerator,7500,13,14
2020-01-16,REG-176,Regular,AC-008,AirConditioner,6800,13,13
2020-01-16,REG-171,Regular,REF-006,Refrigerator,8700,9,9
2020-01-16,REG-229,Regular,REF-003,Refrigerator,5100,34,36
2020-01-16,REG-146,Regular,AC-010,AirConditioner,8000,9,11
2020-01-16,REG-251,Regular,AC-006,AirConditioner,5600,7,8
2020-01-16,REG-287,Regular,REF-007,Refrigerator,9900,31,29
2020-01-16,REG-167,Regular,AC-010,AirConditioner,8000,5,5
2020-01-16,REG-191,Regular,AC-004,AirConditioner,4400,6,6
2020-01-16,REG-219,Regular,REF-004,Refrigerator,6300,43,37
2020-01-16,REG-080,Regular,AC-003,AirConditioner,3800,5,5
2020-01-16,REG-188,Regular,AC-008,AirConditioner,6800,3,3
2020-01-17,REG-104,Regular,AC-007,AirConditioner,6200,14,13
2020-01-17,REG-264,Regular,AC-009,AirConditioner,7400,14,15
2020-01-17,REG-194,Regular,REF-001,Refrigerator,2700,19,17
2020-01-17,REG-091,Regular,REF-005,Refrigerator,7500,14,17
2020-01-17,REG-125,Regular,AC-009,AirConditioner,7400,10,9
2020-01-17,REG-033,Regular,REF-010,Refrigerator,13500,22,23
2020-01-17,REG-044,Regular,REF-009,Refrigerator,12300,36,43
2020-01-17,REG-093,Regular,REF-004,Refrigerator,6300,34,29
2020-01-17,REG-049,Regular,REF-002,Refrigerator,3900,30,32
2020-01-17,REG-186,Regular,AC-003,AirConditioner,3800,10,12
2020-01-17,REG-039,Regular,REF-006,Refrigerator,8700,20,20
2020-01-17,REG-110,Regular,REF-007,Refrigerator,9900,40,37
2020-01-17,REG-263,Regular,AC-008,AirConditioner,6800,8,10
2020-01-17,REG-248,Regular,REF-010,Refrigerator,13500,28,32
2020-01-17,REG-168,Regular,AC-010,AirConditioner,8000,2,3
2020-01-17,REG-196,Regular,REF-002,Refrigerator,3900,17,20
2020-01-17,REG-216,Regular,REF-001,Refrigerator,2700,45,39
2020-01-18,REG-272,Regular,AC-004,AirConditioner,4400,6,8
2020-01-18,REG-256,Regular,AC-004,AirConditioner,4400,1,2
2020-01-18,REG-233,Regular,REF-010,Refrigerator,13500,23,27
2020-01-18,REG-088,Regular,AC-003,AirConditioner,3800,12,12
2020-01-18,REG-140,Regular,AC-002,AirConditioner,3200,11,12
2020-01-18,REG-081,Regular,REF-003,Refrigerator,5100,8,9
2020-01-18,REG-239,Regular,REF-004,Refrigerator,6300,29,25
2020-01-18,REG-181,Regular,AC-003,AirConditioner,3800,7,7
2020-01-18,REG-240,Regular,AC-009,AirConditioner,7400,8,8
2020-01-18,REG-147,Regular,REF-005,Refrigerator,7500,38,32
2020-01-18,REG-064,Regular,REF-003,Refrigerator,5100,28,34
2020-01-18,REG-108,Regular,REF-001,Refrigerator,2700,29,32
2020-01-18,REG-258,Regular,REF-004,Refrigerator,6300,49,42
2020-01-18,REG-046,Regular,REF-005,Refrigerator,7500,20,24
2020-01-18,REG-179,Regular,AC-002,AirConditioner,3200,8,8
2020-01-18,REG-163,Regular,AC-009,AirConditioner,7400,7,9
2020-01-18,REG-137,Regular,AC-001,AirConditioner,2600,14,14
2020-01-18,REG-069,Regular,REF-003,Refrigerator,5100,43,37
2020-01-19,REG-068,Regular,REF-007,Refrigerator,9900,30,28
2020-01-19,REG-215,Regular,REF-010,Refrigerator,13500,23,20
2020-01-19,REG-246,Regular,REF-010,Refrigerator,13500,12,11
2020-01-19,REG-037,Regular,REF-008,Refrigerator,11100,20,23
2020-01-19,REG-249,Regular,AC-004,AirConditioner,4400,9,11
2020-01-19,REG-203,Regular,REF-005,Refrigerator,7500,28,27
2020-01-19,REG-087,Regular,AC-002,AirConditioner,3200,13,13
2020-01-19,REG-128,Regular,REF-007,Refrigerator,9900,6,8
2020-01-19,REG-060,Regular,REF-007,Refrigerator,9900,17,15
2020-01-19,REG-200,Regular,REF-005,Refrigerator,7500,40,41
